"Id","SalePrice"
1461,113264.704469872
1462,147607.481191572
1463,172845.537901124
1464,194243.666217451
1465,204256.020556736
1466,175034.604263358
1467,185830.930368306
1468,167404.105067053
1469,205328.004203441
1470,119689.585713131
1471,188278.426459726
1472,106322.735766592
1473,99917.2533235564
1474,150922.65039356
1475,121038.069960543
1476,345788.317149195
1477,255322.837273067
1478,287849.720280157
1479,284740.46247908
1480,449463.064235809
1481,339145.095895952
1482,229647.172357461
1483,168676.341684876
1484,174118.675181278
1485,192296.754358974
1486,197027.607647359
1487,310017.560491908
1488,246491.539573542
1489,186296.220686172
1490,209028.243508714
1491,192513.321033286
1492,88974.9558579531
1493,196109.431142188
1494,291969.96102627
1495,287060.974565902
1496,220559.487017479
1497,180379.637107943
1498,167411.61382274
1499,163066.709283307
1500,152969.674134635
1501,171449.226512468
1502,162066.744494252
1503,262544.49701507
1504,246767.72404373
1505,221048.600794822
1506,190358.291840002
1507,245015.807031767
1508,193883.003382809
1509,159266.683897071
1510,139436.495068952
1511,144662.874913546
1512,166887.460604068
1513,148048.818056848
1514,150752.364662004
1515,194485.957251172
1516,152806.186233445
1517,174893.103436294
1518,133987.788026372
1519,209348.62798568
1520,125374.318487415
1521,124857.1261034
1522,174266.393764981
1523,107764.152026829
1524,120882.147243273
1525,117316.73164361
1526,112457.873383167
1527,110627.410686873
1528,147169.596708676
1529,140287.073409109
1530,198267.589104574
1531,116220.579479037
1532,104183.95667456
1533,142885.331502765
1534,128662.427046971
1535,139063.691959757
1536,106056.991965168
1537,69073.1037964699
1538,151160.344200317
1539,197174.934360366
1540,94111.3148770779
1541,137801.628334058
1542,127989.498628775
1543,175126.847641163
1544,88910.0540544257
1545,121204.96795032
1546,134243.68431639
1547,119720.961755003
1548,131709.332387621
1549,122118.017567884
1550,129879.686137384
1551,115693.401905263
1552,125055.260508398
1553,138229.778568682
1554,124053.844140203
1555,150518.169008221
1556,92375.7304201636
1557,97002.2821430811
1558,107093.796356716
1559,84002.9877078634
1560,133952.653616548
1561,119138.741251485
1562,133820.580624763
1563,119783.659032835
1564,154323.074288581
1565,146865.278406068
1566,234805.91874997
1567,83410.7194813893
