"Id","SalePrice"
1461,120939.359433158
1462,165729.890228476
1463,182775.332458762
1464,202696.405393114
1465,194660.27641345
1466,171931.525331274
1467,178299.764442542
1468,163581.471142432
1469,195517.964983285
1470,120803.558028775
1471,167526.292883469
1472,99421.5872222451
1473,95920.5398359369
1474,145925.679092845
1475,115806.820350199
1476,362270.216402524
1477,252433.438625572
1478,301484.890914346
1479,298455.095529353
1480,544103.80372757
1481,330736.480169961
1482,205988.847055626
1483,173440.882785183
1484,163672.031788163
1485,180753.660885565
1486,187633.109753195
1487,348695.490610574
1488,229567.77913032
1489,192107.246467618
1490,243909.283001982
1491,193447.03913757
1492,94215.8918202234
1493,175771.879137031
1494,288461.791297921
1495,285675.635753719
1496,231207.803439455
1497,183288.609033697
1498,198047.913077613
1499,169834.646391965
1500,160760.593666583
1501,177928.910101367
1502,150851.137214579
1503,396712.735965076
1504,243167.930984572
1505,229398.687338479
1506,191071.896845776
1507,259088.307850323
1508,198497.526730632
1509,155005.638415027
1510,145677.877658251
1511,173604.696072762
1512,171725.037986828
1513,142041.424728479
1514,162405.713350075
1515,190240.311236798
1516,146908.2434532
1517,170146.560678056
1518,131302.486087694
1519,209738.024557314
1520,128309.09100231
1521,133229.509878908
1522,171248.996082575
1523,117318.041214988
1524,122139.627057909
1525,118162.332958805
1526,111232.425945124
1527,112411.370481969
1528,132152.600069056
1529,161156.971807218
1530,207060.467799836
1531,116986.021169407
1532,93911.9429447646
1533,150733.543400251
1534,125987.903779097
1535,139529.002139368
1536,106350.450192881
1537,59147.1647179765
1538,142990.095560127
1539,185109.712522139
1540,77691.7193682164
1541,135988.437532864
1542,155727.169785058
1543,180487.854508485
1544,84292.3191845904
1545,116706.927921398
1546,138201.429980347
1547,133840.256872353
1548,138125.277188563
1549,123833.604452704
1550,132547.427841938
1551,103416.363243194
1552,140606.62570775
1553,135751.193994183
1554,120153.4427514
1555,160006.55909306
1556,82989.5007002321
1557,115503.560308805
1558,107261.523447944
1559,58626.8708200067
1560,127514.784482894
1561,120126.545120607
1562,135408.818865606
1563,123535.688514976
1564,163250.824188891
1565,149315.394477348
1566,231720.593023841
1567,80878.3840458281
1568,242531.02964488
1569,133472.209603219
1570,131787.601896039
1571,110867.72160364
1572,141205.115420498
1573,239706.488189115
1574,116761.298905733
1575,226169.111973241
1576,229117.903471621
1577,179066.239753392
1578,140753.696867185
1579,142321.897027178
1580,194135.847360682
1581,156785.871713517
1582,127611.98211564
1583,304713.356617974
1584,220683.126733712
1585,136956.021236312
1586,87401.3839546754
1587,110856.002634138
1588,146061.009374518
1589,98776.8565986922
1590,130396.474271861
1591,92514.3077034069
1592,118230.78709253
1593,131608.001329928
1594,130137.537264665
1595,109608.887445385
1596,220980.274520633
1597,205241.242515075
1598,220755.207874222
1599,160959.696684022
1600,150482.108047709
1601,72553.0286254625
1602,120938.909883891
1603,59637.6212182102
1604,267534.00280632
1605,229786.364805585
1606,159545.490488747
1607,183519.098653178
1608,212259.375419193
1609,180927.08049544
1610,152291.583702256
1611,132139.026130924
1612,171833.048015016
1613,167931.423892931
1614,118824.34245938
1615,89389.7441907901
1616,79433.5695020195
1617,92899.1024126035
1618,147206.848910196
1619,143541.491412816
1620,167072.726707128
